auxco_id,title,task,task_description,default_kldb_id,default_isco_id,kldb_title_short
1064,Florist/in,Gestaltung und Verkauf von Blumen und Pflanzenschmuck in der Floristik,"z.B. Vorarbeiten zum Herstellen von Blumen- und Pflanzenschmuck ausführen (z.B. waschen, stutzen...); Sträuße und Kränze binden; Gestecke, Tischschmuck und Brautschmuck anfertigen; Schaufenster und Verkaufsräume dekorieren und gestalten",12202,7549,Floristik
1065,Gestalter/in - Blumenkunst,"Planung, Koordination und Optimierung der Gestaltung und des Verkaufs von Blumen und Pflanzenschmuck","z.B. Kunden beraten, Skizzen zur Gestaltung von Blumenschmuck erstellen; anspruchsvolle floristische Arrangements entwerfen und anfertigen; Schaufenster dekorieren; Verkaufs- und Marketingkonzepte entwickeln; Waren unter Berücksichtigung des Marktes einkaufen",12203,7549,Floristik
1714,Floristikmeister/in,Führungsaufgaben mit Personalverantwortung in der Floristik,z.B. Sortimentgestaltung planen und steuern; Marketingstrategien entwickeln und umsetzen; verkaufsfördernde Maßnahmen erarbeiten; Kunden beraten; Betriebsplanungen durchführen; Kundenkontakte herstellen und pflegen; Arbeitsabläufe organisieren und selbst mitarbeiten; Mitarbeiter anleiten und bei der Ausbildung mitwirken,12293,3122,Floristik (Führungskraft)
9208,Bergmann/-frau,"Gewinnung von Rohstoffen, wie Kohle, Salz oder Erz im Berg- und Tagebau",z.B. Abbau- und Gewinnungsmaschinen montieren und bedienen; bergbauliche Bohrungen zur Erschließung der Lagerstätten durchführen; gewonnene Rohstoffe verladen und abtransportieren,21112,8111,Berg- und Tagebau
9209,"Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)",Gewinnung von Erdöl oder Erdgas,"z.B. Abbau- und Gewinnungsmaschinen montieren und bedienen; bergbauliche Bohrungen planen; Schlauch-, Rohr- und Kabelleitungen für die Frischluft-, Wasser- und Energieversorgung verlegen; Pumpen und Gebläse installieren und warten",21112,8113,Berg- und Tagebau
9210,Sprengbeauftragte/r,"Vorbereitung und Durchführungen von Sprengungen im Bergbau, Bauwerksabbruch oder in der Kampfmittelbeseitigung","z.B. Sprengstellen absperren und freigeben; Sprenglöcher bohren; Sprengmittel beschaffen, Transport organisieren und einbringen; Zünder anbringen und mit der Zündanlage verbinden",21123,7542,Sprengtechnik
9211,Leiter/in - Berg- und Tagebau,Führungsaufgaben mit Personalverantwortung im Berg- oder Tagebau,"z.B. Bedarf an Personal, Material, Maschinen wie Vortriebs-, Abbau- und Gewinnungsmaschinen berechnen; Erschließung von Lagerstätten und Rohstoffgewinnung planen und koordinieren; Umsetzung und Einhaltung von Arbeitssicherheits- und Umweltschutzmaßnahmen im Verantwortungsbereich gewährleisten",21193,3121,Berg- und Tagebau und Sprengtechnik (Führungskraft)
1751,"Helfer/in - Mineralgewinnung, -aufbereitung",Ausführung von Hilfsarbeiten bei der Aufbereitung von Natursteinen und Mineralien,"z.B. mineralische Rohstoffe zerkleinern, separieren oder sortieren; Fachkräfte bei Betrieb und Wartung von Maschinen und Transporteinrichtungen unterstützen",21201,9329,Naturstein- und Mineralaufbereitung
1752,Helfer/in - Rohkohlenaufbereitung,Ausführung von Hilfsarbeiten bei der Aufbereitung von Rohkohle,"z.B. Rohkohle sortieren, waschen und sieben zur späteren Weiterverarbeitung in Kraftwerken und Kokereien",21201,9329,Naturstein- und Mineralaufbereitung
1753,Helfer/in - Baustoffherstellung,Ausführung von Hilfsarbeiten bei der Herstellung von Baustoffen,"z.B. Fachkräften beim Verlegen und Erstellen von Bauelementen wie Ziegeln, Pflastersteinen und Bodenbelegen zuarbeiten",21201,9329,Baustoffherstellung
9212,Kohleaufbereiter/in,"Reinigung, Sortierung und Aufbereitung von Rohkohle","z.B. Aufbereitungsanlagen, Bearbeitungsmaschinen und Transporteinrichtungen reinigen, warten und instand setzen; Anzeigeinstrumente von Aufbereitungs- und Weiterbereitungsanlagen beobachten",21212,8112,Naturstein- und Mineralaufbereitung
9213,Aufbereitungsmechaniker/in,"Reinigung, Sortierung und Aufbereitung von rohem Ton, Sand, Kies oder anderem Gestein","z.B. Rohstoffe zerkleinern, mischen, mahlen, extrahieren, separieren oder klassieren; Misch- und Scheideanlagen sowie Wasch-, Trocknungs- und Förderanlagen bedienen, reinigen und warten",21212,8112,Naturstein- und Mineralaufbereitung
9214,Arbeiter/in bei Herstellung von Baustoffen,"Herstellung und Verarbeitung von Beton, Ziegeln oder ähnlichen Baustoffen","z.B. Zement, Beton, Terrazo, Bitumen, Asphalt, Ziegel oder ähnliche Baustoffe herstellen; Formen und Schalungen herstellen und Bewehrungen verankern; Mengenverhältnisse berechnen und Mischungen nach Rezeptur herstellen; Anlagen zur Herstellung programmieren, steuern, reinigen und warten; Oberflächen bearbeiten",21222,8114,Baustoffherstellung
9215,Baustofftechniker/in,Technische Prüfung und Optimierung von Baustoffen zur Verwendung durch die Bauwirtschaft,"z.B. Baustoffe wie Zement, Beton, Terrazo, Bitumen, Asphalt und Ziegel entwickeln; Einsatz spezifischer Produktionsanlagen für die Herstellung von Baustoffen technisch analysieren und Produktivität optimieren",21223,3112,Baustoffherstellung
9216,Steinmetz/in,"Verarbeitung von Natur- und Kunststein zu Platten, Treppen, Grabsteinen oder Denkmälern","z.B. Entwürfe und Konstruktionen für Steinbauteile, -elemente und -objekte anfertigen; CNC-Programme, z.B. zur Steuerung von Steinfräsen, fertigungsgerecht anpassen; Materialien schneiden, formen und bearbeiten",21232,7113,Steinmetztechnik
9217,Leiter/in - Baustoffherstellung,Führungsaufgaben mit Personalverantwortung bei der Herstellung von Baustoffen,"z.B. Personal einteilen; Fachkräfte bei der Werkstoffbearbeitung anleiten; Be- und Verarbeitungstechniken für die Erzeugnisse auswählen; Einhaltung der Arbeits-, Brand- und Umweltschutzbestimmungen innerhalb des Verantwortungsbereichs sicherstellen",21293,3122,Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (Führungskraft)
9218,Steinmetzmeister/in,Führungsaufgaben mit Personalverantwortung in einem Steinmetzbetrieb,"z.B. Personal einteilen; Fachkräfte bei der Werkstoffbearbeitung anleiten; Be- und Verarbeitungstechniken für die Erzeugnisse auswählen; Einhaltung der Arbeits-, Brand- und Umweltschutzbestimmungen innerhalb des Verantwortungsbereichs sicherstellen",21293,3122,Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (Führungskraft)
9219,Leiter/in - Gestein- und Mineralienaufbereitung,Führungsaufgaben mit Personalverantwortung bei der Aufbereitung von rohen Sanden und Gesteinen,"z.B. Personal einteilen; Fachkräfte bei der Werkstoffbearbeitung anleiten; Be- und Verarbeitungstechniken für die Erzeugnisse auswählen; Einhaltung der Arbeits-, Brand- und Umweltschutzbestimmungen innerhalb des Verantwortungsbereichs sicherstellen",21293,3122,Naturstein- und Mineralaufbereitung und -verarbeitung und Baustoffherstellung (Führungskraft)
9220,Glasmacher/in,Handwerkliche Herstellung von Glas durch Mundblasen,z.B. Ausgangsstoffe und Chemikalien mischen; in Öfen oder Wannen schmelzen; Oberfläche durch Abfehmen reinigen; Herstellung durch Mundblasen,21312,7315,Glasherstellung
9221,Glasmaschinenführer/in,Bedienung von Maschinen zur Herstellung von Glas,"z.B. Ausgangsstoffe und Chemikalien mischen und schmelzen; maschinelles Blasen, Pressen, Spinnen oder Walzen; Maschinen und Anlagen zur Serienfertigung einrichten, umrüsten, und bedienen",21312,8181,Glasherstellung
9222,Glashüttentechniker/in,Planung und Überwachung der industriellen Herstellung von Glas,z.B. rechtzeitige Bereitstellung der Rohstoffe für den Fertigungsprozess organisieren und kontrollieren; Inbetriebnahme und Wartung von Produktionsanlagen zur Glasherstellung veranlassen; regelmäßige Qualitätskontrollen der Zwischen- und Endprodukte aus Glas durchführen,21313,3119,Glasherstellung
9223,Glasapparatebauer/in,"Entwurf und Fertigung von Reagenzgläsern, Destillationskolben und ähnlicher Glasapparate mit handwerklichen Verfahren","z.B. Handskizzen und technische Zeichnungen von Gegenständen aus Glas anfertigen; Mischverhältnisse berechnen; fertig gestellte Produkte messen, prüfen, justieren und nachbessern",21322,7315,Glasapparatebau
9225,Leuchtröhrenglasbläser/in,Fertigung von Leuchtröhren und leuchtenden Figuren aus Glas mit handwerklichen Verfahren,z.B. Glasröhren zuschneiden und in der Flamme reinigen; Leuchtstoffschichten an Innenwänden von Glasröhren einbringen; Elektroden an Beleuchtungsglasröhren schmelzen; Beleuchtungsglasröhren maschinell auspumpen und Verunreinigungen absaugen; Röhren mit Edelgas füllen,21332,7315,Industrielle Glasbläserei
9226,Glasgraveur/in,"Gravur von Buchstaben, Figuren und anderen Zeichnungen auf Glas",z.B. Entwürfe und Schablonen anfertigen; Ornamente und Dekore sowie Schriften und Monogramme gestalten,21342,7316,Glasveredelung
9227,Flachglasmechaniker/in,"Industrielle Verarbeitung von Flachglas zu Flachglasprodukten, wie Fenstern und Spiegeln","z.B. Fensterscheiben, Spiegel, Solaranlagen, Schutzverglasungen und andere Flachglasprodukte herstellen; Flachglas durch Schleifen, Gravieren, Sandstrahlen und Ätzen bearbeiten",21342,8181,Glasveredelung
9228,Glasveredler/in,"Bearbeitung von einzelnen Glaselementen nach Kundenwunsch durch Schmelzen, Schleifen, Beschichten und Ätzen","z.B. Glas durch Schleifen, Gravieren, Sandstrahlen und Ätzen bearbeiten",21342,7315,Glasveredelung
9224,Thermometermacher/in,Fertigung und Reparatur von Thermometern und ähnlichen Messinstrumenten aus Glas mit handwerklichen Verfahren,z.B. Glasröhren und Kapillare zuschneiden und in der Flamme reinigen; Quecksilber oder Wasser in Glasapparate einbringen und diese verschließen; markierte Thermometer in eine mit Flusssäure gefüllte Ätzanlage tauchen; Wachs entfernen und Teilstriche einfärben,21352,7311,Glasapparatejustierung
9229,Feinoptiker/in,"Herstellung von Linsen, Prismen, Brillengläsern und ähnlichen Bauteilen zur Verwendung in optischen Geräten","z.B. Glassorten und Kunststoffe für die feinoptischen Produkte auswählen; Rohlinge für Brillengläser, Linsen und Prismen aus Glasblöcken schneiden; Erzeugnisse mit Ultraschall reinigen und durch Entspiegeln oder Auftragen von Beschichtungen veredeln",21362,7549,Feinoptik
9230,Leiter/in - Glasherstellung,Führungsaufgaben mit Personalverantwortung in der industriellen Herstellung und Verarbeitung von Glas,"z.B. Mitarbeiter bei der Glasherstellung, beim Glasapparatebau, bei der Glasveredelung oder bei der Herstellung von feinoptischen Geräten anleiten",21393,3122,Industrielle Glasherstellung und -verarbeitung (Führungskraft)
9231,Industriekeramiker/in,"Industrielle Fertigung von Porzellan, Waschbecken, Fliesen oder anderen Produkten aus Keramik",z.B. keramische Massen für die Produktion aufbereiten; keramische Massen bzw. Rohlinge formen und vorbereiten; Trocknungs- und Brennprozess der Ware steuern und überwachen; Rohlinge maschinell glasieren und dekorieren,21412,8181,Industriekeramik (Verfahrens- und Anlagentechnik)
9232,Keramikmodelleur/in,Entwicklung von Modellen und Formen zur industriellen Herstellung von Keramikprodukten,"z.B. Modelle zur Herstellung von Geschirr, Waschbecken, Fliesen, Isolatoren oder anderen keramischen Produkten entwickeln",21422,7314,Industriekeramik (Modelltechnik)
9233,Leiter/in - Keramikfabrik,Führungsaufgaben mit Personalverantwortung in der industriellen Herstellung und Verarbeitung von Keramik,"z.B. Personaleinsatz planen und koordinieren; Rezepturen der Ausgangsmaterialien berechnen und festlegen; Einstellungsparameter der Gieß- und Formgebungsmaschinen sowie der Trocknungs- und Brennanlagen bestimmen, kontrollieren und gegebenenfalls korrigieren",21493,3122,Industrielle Keramikherstellung und -verarbeitung (Führungskraft)
1716,Techniker/in - Kunststoff- und Kautschuktechnik,"Entwicklung, Herstellung und Optimierung der Produktion von Kunststoffen und Kunststoffteilen","z.B. geeignete Werkstoffe auswählen und einkaufen; Herstellungsverfahren wie Beschichten, Pressen oder Spritzgießen auswählen und weiterentwickeln; Rohstoffe und Erzeugnisse auf Qualität überprüfen; sicherheitsrechtliche Bestimmungen einhalten; Kennzahlen ermitteln und Arbeitsabläufe optimieren; Personal- und Betriebsmitteleinsatz planen",22103,3116,Kunststoff- und Kautschukherstellung
5177,Produktionshelfer/in – Kunststoff und Kautschuk,Ausführung von Hilfsarbeiten bei der Herstellung und Verarbeitung von Kunststoff und Kautschuk,"z.B. Maschinen und Anlagen nach Anweisung beschicken; beim Stanzen, Prägen, Entgraten, Reinigen und Montieren von Kunststoffteilen mitarbeiten; beim Bereitstellen von Materialien und Betriebsstoffen wie Kunststoffgranulat, Farben und Lösungsmittel mitwirken; fertige Erzeugnisse auf sichtbare Fehler kontrollieren, sortieren und verpacken",22101,9329,Kunststoff- und Kautschukherstellung
5178,Verfahrensmechaniker/in - Kunststofftechnik,Bedienung von Maschinen und Bearbeitung von Kunststofferzeugnissen in der industriellen Fertigung,"z.B. Behälter, Rohre, Bauteile und Isolationszubehör herstellen; Halbzeuge zuschneiden und in entsprechende Werkzeuge und Maschinen legen; Kunststoffteile mit verschiedenen Herstellungsverfahren wie Kalandrieren, Beschichten, Extrudieren, Pressen und Spritzgießen, fertigen; Qualitätskontrollen durchführen und Endprodukte prüfen",22102,8142,Kunststoff- und Kautschukherstellung
5179,Verfahrensmechaniker/in - Kautschuktechnik,Bedienung von Maschinen und Bearbeitung von Kautschukerzeugnissen in der industriellen Fertigung,"z.B. Kautschukrohmasse vorbereiten und ggf. Mischungen herstellen; Hilfsstoffe wie Farbstoffe und Stabilisatoren nach Rezeptur beigeben; Gummibögen oder gummiertes Gewebe mit Hilfe von Walzverfahren produzieren; Anlagen im laufenden Betrieb überwachen; Einstellwerte nachjustieren und Probeläufe durchführen; Produkte nachbereiten und sie entgraten, waschen und trocknen; Produkte verpacken und abtransportieren; Erzeugnisse im Labor untersuchen; Reinigungs- und Wartungsarbeiten durchführen",22102,8141,Kunststoff- und Kautschukherstellung
5183,Mechaniker/in - Reifen und Vulkanisation,"Herstellung, Prüfung und Reparatur von Reifen und anderen Gegenständen aus Gummi",z.B. Reifen mittels Vulkanisationsverfahren herstellen und mit Profilen versehen; Rundlauf von Rädern mit Wuchtmaschinen messen; schadhafte Reifen austauschen oder mit Nagelloch- und Deckenpflastern sowie mit speziellen Gummilösungen ausbessern; den Zustand von Fahrwerken prüfen und Einstellungsfehler korrigieren; Gießpressen von vulkanisiertem Gummi bedienen,22112,8141,Reifen- und Vulkanisationstechnik
5184,Industriemeister/in - Kunststoff und Kautschuk,Führungsaufgaben mit Personalverantwortung bei der Herstellung und Weiterverarbeitung von Kunststoff und Kautschuk,z.B. Betriebsbereitschaft der Maschinen und Produktionsanlagen sicherstellen; besonders anspruchsvolle Arbeiten selbst durchführen; Personaleinsatz planen und koordinieren; Einhaltung rechtlicher Vorschriften sicherstellen; Schulung und Weiterbildung für Mitarbeiter organisieren,22193,3122,Kunststoff- und Kautschukherstellung und -verarbeitung (Führungskraft)
5185,Lackiererhelfer/in,Ausführung von Hilfsarbeiten bei der Herstellung und Anwendung von Lacken und Farben,z.B. alte Lackierungen von Werkstücken nach Anweisung abschleifen; zu bearbeitende Partien reinigen; beim Versiegeln von Hohlräumen und beim Konservieren von Oberflächen mit Pflegemitteln mithelfen; Werkstücke zu Trockenanlagen oder in den Lagerraum transportieren; Maschinen pflegen und reinigen; fertige Werkstücke verpacken und lagern,22201,9329,Farb- und Lacktechnik (ohne Spezialisierung)
5186,Lackierer/in,"Lackieren von Metall-, Holz- oder Kunststoffoberflächen",z.B. Oberflächen von Verunreinigungen befreien und mit Schleifmaschinen vorbehandeln; Unebenheiten verspachteln; Farbtöne herstellen; Farb- und Korrosionsschutzschichten auf Oberflächen aufbringen; Beschriftungen sowie Design- und Effektlackierungen entwerfen; Trocknungsprozess überwachen,22202,7132,Farb- und Lacktechnik (ohne Spezialisierung)
5187,Farb- und Lacktechniker/in,"Entwicklung, Herstellung und Anwendung von Farb- und Lackbeschichtungen","z.B. Art und Zustand der zu beschichtenden Oberflächen mithilfe von technischen Analysen prüfen; geeignete Art der Beschichtung festlegen; Applikationsgeräte, wie Spritz- und Gießmaschinen weiterentwickeln; Applikationsverfahren weiterentwickeln; Qualität der Rohstoffe kontrollieren; Beschichtungsstoffe auf verschiedene Eigenschaften testen; Maschineneinsatz planen und überwachen; Anlagen warten",22203,3116,Farb- und Lacktechnik (ohne Spezialisierung)
5188,Farb- und Lackingenieur/in,"Entwicklung, Herstellung und Analyse von Farb- und Lackrohstoffen sowie Koordination der Produktionsprozesse","z.B. in Versuchsreihen neue Mischverhältnisse von Grundstoffen erproben; Verfahren und Prozesse zur Farben- und Lackherstellung und -verarbeitung entwickeln, optimieren und überwachen; Marktanalysen erstellen; Verbesserungsmöglichkeiten für vorhandene Verfahren ableiten und den Prozess begleiten; Kennzahlen wie Materialkosten und Energieverbrauch ermitteln und Arbeitsprozesse optimieren",22204,2145,Farb- und Lacktechnik (ohne Spezialisierung)
